STT,Ngày tạo giao dịch,Loại giao dịch,Người gửi,Người nhận,Số tiền,Điểm,Trạng thái giao dịch,Nội dung giao dịch,Nhóm tham chiếu


STT,Ngày tạo giao dịch,Loại giao dịch,Người gửi,Người nhận,Số tiền,Điểm,Trạng thái giao dịch,Nội dung giao dịch,Nhóm tham chiếu
